name_en,name_fr,serving_size,serving_size_fr,calories,fat,saturated_fat,trans_fat,polyunsaturated_fat,monounsaturated_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugars,protein,vitamin_d,calcium,iron,potassium,vitamin_a,vitamin_c,serving_size_100,calories_100,fat_100,saturated_fat_100,trans_fat_100,polyunsaturated_fat_100,monounsaturated_fat_100,cholesterol_100,sodium_100,carbohydrates_100,dietary_fiber_100,sugars_100,protein_100,vitamin_d_100,calcium_100,iron_100,potassium_100,vitamin_a_100,vitamin_c_100
Red Table Wine,Vin de table rouge,1 5 fl oz serving,1 portion de 5 onces liquides,125,0,0,-,0,0,0,6,3.84,0,0.91,0.1,-,12,0.68,187,0,0,100 g,85,0,0,-,0,0,0,4,2.61,0,0.62,0.07,-,8,0.46,127,0,0
Red Tomatoes,Tomates rouges,"1 medium whole (2-3/5"" dia)","1 entier moyen (2-3/5"" de diamètre)",22,0.25,0.057,-,0.166,0.063,0,6,4.82,1.5,3.23,01.08,-,12,0.33,292,52,15.6,100 g,18,0.2,0.046,-,0.135,0.051,0,5,3.92,1.2,2.63,0.88,-,10,0.27,237,42,12.7
Red Tomatoes (Canned),Tomates rouges (en conserve),100 g,100g,17,0.13,0.018,-,0.054,0.021,0,128,3.91,0.9,2.56,0.8,-,31,0.97,188,6,9,100 g,17,0.13,0.018,-,0.054,0.021,0,128,3.91,0.9,2.56,0.8,-,31,0.97,188,6,9
Red Vine Licorice,Réglisse Vigne Rouge,4 vines (40 g),4 vignes (40 g),140,0.00,0.000,0.000,-,-,0,20,34.00,0.0,16.00,1.00,-,-,-,-,-,-,4 vines (40 g),140,0.00,0.000,0.000,-,-,0,20,34.00,0.0,16.00,1.00,-,-,-,-,-,-
Red Wine Vinegar,Vinaigre de vin rouge,1 tbsp (15 ml),1 cuillère à soupe (15 ml),0,0.00,0.000,0.000,0.000,0.000,0,0,0.00,0.0,0.00,0.00,-,-,-,0,-,-,1 tbsp (15 ml),0,0.00,0.000,0.000,0.000,0.000,0,0,0.00,0.0,0.00,0.00,-,-,-,0,-,-
Reduced Calorie High Fiber Multigrain Bread,Pain multigrains à teneur réduite en calories et riche en fibres,1 regular slice,1 tranche régulière,61,0.86,0.113,-,0.461,0.149,0,79,13.62,4.2,0.87,2.78,-,51,1.34,142,0,0,100 g,233,3.32,0.433,-,1.771,0.571,0,304,52.38,16.2,3.33,10.71,-,195,5.17,546,0,0.1
Reduced Calorie High Fiber Rye Bread,Pain de seigle réduit en calories et riche en fibres,1 thin slice,1 fine tranche,41,0.58,0.074,-,0.15,0.134,0,81,8.1,2.4,0.46,1.82,-,15,0.62,20,0,0.1,100 g,203,2.9,0.368,-,0.752,0.672,0,405,40.5,12,2.29,9.1,-,76,3.1,98,0,0.4
Reduced Calorie High Fiber White Bread,Pain blanc à teneur réduite en calories et riche en fibres,1 thin slice,1 fine tranche,48,0.58,0.126,-,0.129,0.248,0,104,10.19,2.2,01.09,2,-,22,0.73,17,0,0.1,100 g,207,2.5,0.549,-,0.559,1.077,0,453,44.3,9.7,4.76,8.7,-,94,3.19,76,0,0.5
Reduced Calorie Lowfat Chocolate Mousse (Dry Mix Water Added),Mousse au chocolat faible en calories et faible en gras (eau de mélange sec ajoutée),1 cup,1 tasse,775,16.35,5.255,-,4.169,6.173,11,311,148.61,11.9,92.47,27.45,-,752,6.39,1985,367,3.9,100 g,359,7.57,2.433,-,1.93,2.858,5,144,68.8,5.5,42.81,12.71,-,348,2.96,919,170,1.8
Reduced Fat 2% Milk Sliced Provolone Cheese,Fromage Provolone tranché au lait 2 % réduit en gras,1 slice (21 g),1 tranche (21 g),60,3.50,2.500,0.000,0.000,0.000,10,180,1.00,0.0,0.00,5.00,-,-,-,0,-,-,1 slice (21 g),60,3.50,2.500,0.000,0.000,0.000,10,180,1.00,0.0,0.00,5.00,-,-,-,0,-,-
Reduced Fat American Cheese,Fromage américain réduit en gras,100 g,100g,240,14.1,8.85,-,0.41,4.13,53,1587,10.6,0,08.02,17.6,-,529,0.2,330,254,0,100 g,240,14.1,8.85,-,0.41,4.13,53,1587,10.6,0,08.02,17.6,-,529,0.2,330,254,0
Reduced Fat Cappuccino,Cappuccino allégé,1 coffee cup (6 fl oz),1 tasse à café (6 onces liquides),40,0.92,0.581,0,0.035,0.266,5,42,4.78,0.2,4.75,3.19,1,115,0.15,181,53,0.1,100 g,22,0.51,0.323,0,0.019,0.148,3,23,2.66,0.1,2.64,1.77,1,64,0.08,101,29,0.1
Reduced Fat Crumbled Feta Cheese,Fromage feta émietté réduit en gras,1/4 cup,1/4 tasse,60,3.50,2.000,0.000,0.000,0.000,10,390,1.00,0.0,0.00,6.00,-,-,-,18,-,-,1/4 cup,60,3.50,2.000,0.000,0.000,0.000,10,390,1.00,0.0,0.00,6.00,-,-,-,18,-,-
Reduced Fat Gorgonzola Cheese,Fromage Gorgonzola allégé,1/4 cup (1 oz),1/4 tasse (1 once),80,6.00,4.000,0.000,-,-,20,260,1.00,0.0,0.00,9.00,-,-,-,-,-,-,1/4 cup (1 oz),80,6.00,4.000,0.000,-,-,20,260,1.00,0.0,0.00,9.00,-,-,-,-,-,-
Reduced Fat Greek Salad,Salade grecque réduite en gras,1 container (255 g),1 contenant (255 g),140,3.00,2.000,0.000,0.000,0.000,10,360,9.00,2.0,5.00,7.00,-,-,-,0,-,-,1 container (255 g),140,3.00,2.000,0.000,0.000,0.000,10,360,9.00,2.0,5.00,7.00,-,-,-,0,-,-
Reduced Fat Latte Coffee,Café Latte à teneur réduite en matières grasses,1 medium,1 médium,114,2.77,1.787,0,0.224,0.722,12,135,13.02,0,13.59,8.98,4,314,0.29,559,151,0.4,100 g,28,0.68,0.438,0,0.055,0.177,3,33,3.19,0,3.33,2.2,1,77,0.07,137,37,0.1
Reduced Fat Milk,Lait allégé,1 cup,1 tasse,122,4.81,3.067,-,0.178,1.366,20,100,11.42,0,12.35,08.05,2,285,0.07,366,134,0.5,100 g,50,1.97,1.257,-,0.073,0.56,8,41,4.68,0,05.06,3.3,1,117,0.03,150,55,0.2
Reduced Fat Peanut Butter,Beurre de cacahuète réduit en gras,1 tbsp,1 cuillère à soupe,94,6.12,1.332,-,1.848,2.908,0,97,6.42,0.9,1.41,4.66,-,6,0.34,120,0,0,100 g,520,34,7.4,-,10.266,16.156,0,540,35.65,5.2,7.81,25.9,-,35,1.9,669,0,0
Reduced Fat Potato Chips,Chips de pommes de terre réduites en gras,1 cup of regular,1 tasse de régulier,94,4.16,0.832,-,2.188,0.96,0,98,13.38,1.2,0.04,1.42,-,4,0.27,349,0,5.1,100 g,471,20.8,4.16,-,10.94,4.8,0,492,66.9,5.9,0.22,7.1,-,21,1.35,1744,0,25.7
Reduced Fat Sour Cream,Crème sure réduite en gras,100 g,100g,181,14.1,8.7,-,0.5,4.1,35,70,7,0,0.3,7,-,141,0.06,211,119,0.9,100 g,181,14.1,8.7,-,0.5,4.1,35,70,7,0,0.3,7,-,141,0.06,211,119,0.9
Reduced Sodium Soy Sauce,Sauce soja à teneur réduite en sodium,1 tbsp,1 cuillère à soupe,8,0.01,0.002,-,0.006,0.002,0,533,1.36,0.1,0.27,0.83,-,3,0.32,29,0,0,100 g,53,0.08,0.01,-,0.036,0.012,0,3333,8.51,0.8,1.7,5.17,-,17,02.02,180,0,0
Reduced Sodium Teriyaki Sauce,Sauce Teriyaki à teneur réduite en sodium,1 tbsp,1 cuillère à soupe,13,0,0,-,0,0,0,284,2.54,0,2.25,0.95,-,4,0.27,36,0,0,100 g,84,0,0,-,0,0,0,1778,15.9,0.1,14.08,5.93,-,25,1.7,225,0,0
Reduced Sugar Jelly,Gelée à teneur réduite en sucre,1 tbsp,1 cuillère à soupe,34,0.01,0.002,-,0.002,0,0,0,8.67,0.2,8.52,0.06,-,1,0.03,13,0,0,100 g,179,0.03,0.009,-,0.008,0.001,0,2,46.1,0.8,45.3,0.3,-,5,0.18,71,0,0
Refried Beans (Canned),Haricots Frits (en Conserve),1 cup,1 tasse,237,3.18,1.194,-,0.386,1.414,20,753,39.14,13.4,0.58,13.83,-,88,4.18,673,0,15.1,100 g,94,1.26,0.474,-,0.153,0.561,8,299,15.53,5.3,0.23,5.49,-,35,1.66,267,0,6
Refried Beans with Cheese,Haricots frits au fromage,1 cup,1 tasse,400,16.93,6.148,-,3.683,6.107,28,756,45.29,14.9,1.57,18.42,-,187,04.07,767,35,9.4,100 g,158,6.69,2.43,-,1.456,2.414,11,299,17.9,5.9,0.62,7.28,-,74,1.61,303,14,3.7
Refried Beans with Meat,Haricots frits à la viande,1 cup,1 tasse,488,27.83,8.934,-,4.969,12.207,46,1070,41.14,13.4,1.62,19.58,-,94,4.25,769,23,9.1,100 g,193,11,3.531,-,1.964,4.825,18,423,16.26,5.3,0.64,7.74,-,37,1.68,304,9,3.6
Rice Casserole with Cheese,Casserole de Riz au Fromage,1 cup,1 tasse,365,12.44,7.699,-,0.51,3.472,41,822,46.31,0.6,9.71,15.75,-,414,2.14,351,153,0,100 g,179,6.1,3.774,-,0.25,1.702,20,403,22.7,0.3,4.76,7.72,-,203,01.05,172,75,0
Rice Noodles (Cooked),Nouilles de Riz (Cuites),1 cup,1 tasse,192,0.35,0.04,-,0.04,0.046,0,33,43.82,1.8,-,1.6,-,7,0.25,7,0,0,100 g,109,0.2,0.023,-,0.023,0.026,0,19,24.9,1,-,0.91,-,4,0.14,4,0,0
Rice Pilaf,riz pilaf,1 cup,1 tasse,258,6.67,1.279,-,1.959,3.069,0,781,44.43,1.2,1.22,4.26,-,23,2.31,109,66,0.8,100 g,125,3.24,0.621,-,0.951,1.49,0,379,21.57,0.6,0.59,02.07,-,11,1.12,53,32,0.4
Rice Vinegar,Vinaigre de riz,1 tbsp (15 ml),1 cuillère à soupe (15 ml),25,0.00,0.000,0.000,-,-,0,0,6.00,0.0,0.00,0.00,0,0,0.00,0,-,-,1 tbsp (15 ml),25,0.00,0.000,0.000,-,-,0,0,6.00,0.0,0.00,0.00,0,0,0.00,0,-,-
Rich Dark Chocolate,Chocolat noir riche,5 pieces (40 g),5 pièces (40 g),210,13.00,8.000,-,-,-,5,0,24.00,3.0,19.00,2.00,-,-,-,-,-,-,5 pieces (40 g),210,13.00,8.000,-,-,-,5,0,24.00,3.0,19.00,2.00,-,-,-,-,-,-
Ricotta Cheese (Part Skim Milk),Fromage Ricotta (lait partiellement écrémé),100 g,100g,138,7.91,4.927,-,0.26,2.314,31,125,5.14,0,0.31,11.39,-,272,0.44,125,107,0,100 g,138,7.91,4.927,-,0.26,2.314,31,125,5.14,0,0.31,11.39,-,272,0.44,125,107,0
Ricotta Cheese (Whole Milk),Fromage Ricotta (Lait Entier),100 g,100g,174,12.98,8.295,-,0.385,3.627,51,84,03.04,0,0.27,11.26,-,207,0.38,105,120,0,100 g,174,12.98,8.295,-,0.385,3.627,51,84,03.04,0,0.27,11.26,-,207,0.38,105,120,0
Riesling Wine,Riesling,1 5 fl oz serving,1 portion de 5 onces liquides,120,0,-,-,-,-,-,-,5.54,-,-,0.1,-,-,-,-,-,-,100 g,81,0,-,-,-,-,-,-,3.74,-,-,0.07,-,-,-,-,-,-
Roast Beef,Rôti de bœuf,"1 thin slice (approx 4-1/2"" x 2-1/2"" x 1/8"")","1 fine tranche (environ 4-1/2"" x 2-1/2"" x 1/8"")",56,3.64,1.431,-,0.132,1.545,16,46,0,0,0,5.44,-,2,0.52,61,0,0,100 g,267,17.32,6.813,-,0.627,7.355,76,217,0,0,0,25.91,-,8,2.46,292,0,0
Roast Beef (Canned),Rôti de Bœuf (en Conserve),1 oz of boneless,1 once de désossé,66,3.75,1.423,-,0.145,1.562,23,18,0,0,0,7.63,-,2,0.78,102,0,0,100 g,234,13.24,05.02,-,0.51,5.51,82,63,0,0,0,26.91,-,6,2.75,359,0,0
Roast Beef (Lean Only Eaten),Rôti de Bœuf (Maigre Mangé Seulement),100 g,100g,198,8.52,3.228,-,0.281,3.531,75,217,0,0,0,28.32,-,7,2.65,306,0,0,100 g,198,8.52,3.228,-,0.281,3.531,75,217,0,0,0,28.32,-,7,2.65,306,0,0
Roast Beef Gyro,Gyro au rôti de bœuf,1 serving (273 g),1 portion (273 g),540,29.00,7.000,1.000,-,-,60,1300,48.00,3.0,5.00,24.00,-,-,-,-,-,-,1 serving (273 g),540,29.00,7.000,1.000,-,-,60,1300,48.00,3.0,5.00,24.00,-,-,-,-,-,-
Roast Beef Sandwich,Sandwich au bœuf rôti,1 sandwich,1 sandwich,341,13.49,5.078,-,1.058,5.345,67,602,26.02,1.2,2.22,26.85,-,86,4.32,366,0,0,100 g,251,9.92,3.734,-,0.778,3.93,49,443,19.13,0.9,1.63,19.74,-,63,3.18,269,0,0
Roast Beef Spread,Tartinade de rôti de bœuf,1 serving .25 cup,"1 portion de 0,25 tasse",127,9.28,3.648,-,0.243,3.185,40,413,2.13,0.1,0.4,8.7,-,13,1.17,148,0,0.1,100 g,223,16.28,6.4,-,0.427,5.587,70,724,3.73,0.2,0.71,15.27,-,23,02.06,259,0,0.2
Roasted & Salted Pistachios,Pistaches grillées et salées,1/4 cup (30 g),1/4 tasse (30 g),170,14.00,1.500,0.000,2.500,10.000,0,160,8.00,3.0,3.00,6.00,-,-,-,-,-,-,1/4 cup (30 g),170,14.00,1.500,0.000,2.500,10.000,0,160,8.00,3.0,3.00,6.00,-,-,-,-,-,-
Roasted & Salted Soy Nuts,Noix de soja grillées et salées,1/4 cup,1/4 tasse,130,5.00,0.500,0.000,0.000,0.000,0,90,11.00,3.0,2.00,10.00,-,-,-,-,-,-,1/4 cup,130,5.00,0.500,0.000,0.000,0.000,0,90,11.00,3.0,2.00,10.00,-,-,-,-,-,-
Roasted Broiled or Baked Chicken,"Poulet rôti, grillé ou cuit au four",100 g,100g,237,13.49,3.758,-,2.945,5.296,87,404,0,0,0,27.07,-,15,1.25,221,48,0,100 g,237,13.49,3.758,-,2.945,5.296,87,404,0,0,0,27.07,-,15,1.25,221,48,0
Roasted Broiled or Baked Chicken (Skin Not Eaten),"Poulet rôti, grillé ou cuit au four (peau non mangée)",100 g,100g,188,7.35,2.023,-,1.676,2.638,88,408,0,0,0,28.69,-,15,1.2,241,16,0,100 g,188,7.35,2.023,-,1.676,2.638,88,408,0,0,0,28.69,-,15,1.2,241,16,0
Roasted Broiled or Baked Chicken Breast,"Poitrine de poulet rôtie, grillée ou cuite au four",100 g,100g,195,7.72,2.172,-,1.646,3.005,83,393,0,0,0,29.55,-,14,01.06,243,28,0,100 g,195,7.72,2.172,-,1.646,3.005,83,393,0,0,0,29.55,-,14,01.06,243,28,0
Roasted Broiled or Baked Chicken Breast (Skin Not Eaten),"Poitrine de poulet rôtie, grillée ou cuite au four (peau non mangée)",100 g,100g,164,3.54,1.002,-,0.764,1.23,84,396,0,0,0,30.76,-,15,01.03,254,6,0,100 g,164,3.54,1.002,-,0.764,1.23,84,396,0,0,0,30.76,-,15,01.03,254,6,0
Roasted Broiled or Baked Chicken Drumstick,"Pilon de poulet rôti, grillé ou cuit au four",100 g,100g,214,11.06,3.025,-,2.479,4.215,90,412,0,0,0,26.8,-,12,1.32,227,30,0,100 g,214,11.06,3.025,-,2.479,4.215,90,412,0,0,0,26.8,-,12,1.32,227,30,0
Roasted Broiled or Baked Chicken Thigh,"Cuisse de poulet rôtie, grillée ou cuite au four",1 small (yield after cooking-bone removed),"1 petit (rendement après cuisson, os retiré)",135,8.45,2.362,-,1.865,3.354,51,223,0,0,0,13.67,-,7,0.73,121,28,0,100 g,245,15.36,4.294,-,3.392,6.099,92,406,0,0,0,24.85,-,12,1.33,220,50,0
Roasted Broiled or Baked Chicken Thigh (Skin Eaten),"Cuisse de poulet rôtie, grillée ou cuite au four (peau mangée)",1 small (yield after cooking-bone removed),"1 petit (rendement après cuisson, os retiré)",135,8.45,2.362,-,1.865,3.354,51,223,0,0,0,13.67,-,7,0.73,121,28,0,100 g,245,15.36,4.294,-,3.392,6.099,92,406,0,0,0,24.85,-,12,1.33,220,50,0
Roasted Broiled or Baked Chicken Wing (Skin Eaten),"Aile de poulet rôtie, grillée ou cuite au four (peau mangée)",1 small (yield after cooking-bone removed),"1 petit (rendement après cuisson, os retiré)",86,5.79,1.621,-,1.232,2.273,25,121,0,0,0,7.99,-,5,0.38,55,14,0,100 g,288,19.3,5.405,-,4.106,7.576,83,404,0,0,0,26.64,-,15,1.26,183,47,0
Roasted Chestnuts,Châtaignes Grillées,1 10 kernels serving,1 portion de 10 grains,206,1.85,0.348,-,0.73,0.638,0,2,44.49,4.3,8.9,2.66,-,24,0.76,497,1,21.8,100 g,245,2.2,0.414,-,0.869,0.759,0,2,52.96,5.1,10.6,3.17,-,29,0.91,592,1,26
Roasted Chinese Chestnuts,Châtaignes chinoises rôties,100 g,100g,239,1.19,0.175,-,0.307,0.62,0,4,52.36,-,-,4.48,-,19,1.5,477,0,38.4,100 g,239,1.19,0.175,-,0.307,0.62,0,4,52.36,-,-,4.48,-,19,1.5,477,0,38.4
Roasted Dark Turkey Meat,Viande de dinde noire rôtie,1 oz of boneless,1 once de désossé,62,3.26,0.985,-,0.872,01.03,25,67,0,0,0,7.76,-,9,0.64,77,0,0,100 g,220,11.49,3.475,-,3.077,3.635,89,238,0,0,0,27.38,-,33,2.26,273,0,0
Roasted Duck,Canard Rôti,100 g,100g,336,28.23,9.63,-,3.635,12.846,84,221,0,0,0,18.91,-,11,2.69,203,63,0,100 g,336,28.23,9.63,-,3.635,12.846,84,221,0,0,0,18.91,-,11,2.69,203,63,0
Roasted European Chestnuts,Châtaignes européennes grillées,100 g,100g,245,2.2,0.414,-,0.869,0.759,0,2,52.96,5.1,10.6,3.17,-,29,0.91,592,1,26,100 g,245,2.2,0.414,-,0.869,0.759,0,2,52.96,5.1,10.6,3.17,-,29,0.91,592,1,26
Roasted Garlic & Parmesan Potatoes,Pommes de terre à l'ail rôti et au parmesan,6 pieces (84 g),6 morceaux (84 g),140,5.00,1.000,0.000,-,-,0,370,21.00,2.0,0.00,2.00,-,-,-,-,-,-,6 pieces (84 g),140,5.00,1.000,0.000,-,-,0,370,21.00,2.0,0.00,2.00,-,-,-,-,-,-
Roasted Garlic Hummus,Hoummous à l'ail grillé,2 tbsp (27 g),2 cuillères à soupe (27 g),60,3.50,0.500,0.000,-,-,0,115,4.00,1.0,0.00,2.00,-,-,-,-,-,-,2 tbsp (27 g),60,3.50,0.500,0.000,-,-,0,115,4.00,1.0,0.00,2.00,-,-,-,-,-,-
Roasted Japanese Chestnuts,Châtaignes japonaises grillées,1 oz,1 once,57,0.23,0.033,-,0.059,0.119,0,5,12.79,-,-,0.84,-,10,0.6,121,1,7.9,100 g,201,0.8,0.118,-,0.207,0.419,0,19,45.13,-,-,2.97,-,35,2.1,427,4,28
Roasted Macadamia Nuts,Noix de macadamia grillées,1 oz (11 whole kernels),1 oz (11 grains entiers),203,21.57,3.387,-,0.425,16.804,0,75,3.64,2.3,1.17,2.21,-,20,0.75,103,0,0.2,100 g,716,76.08,11.947,-,1.498,59.275,0,265,12.83,8,4.14,7.79,-,70,2.65,363,0,0.7
Roasted Mixed Nuts,Mélange de noix grillées,100 g,100g,615,56.17,9.087,-,11.449,33.137,0,306,22.27,5.5,4.38,15.52,-,106,2.57,544,0,0.5,100 g,615,56.17,9.087,-,11.449,33.137,0,306,22.27,5.5,4.38,15.52,-,106,2.57,544,0,0.5
Roasted Mixed Nuts with Peanuts,Mélange de noix rôties et cacahuètes,1 10 assorted nuts serving,1 portion de 10 noix assorties,86,7.89,1.222,-,1.862,4.437,0,59,3,1.3,0.59,2.35,-,15,0.45,81,0,0.1,100 g,617,56.33,8.725,-,13.299,31.695,0,419,21.41,9,4.22,16.76,-,108,3.21,581,0,0.5
Roasted Potato,Pomme de terre rôtie,"1 medium (2-1/4"" to 3"" dia-raw)","1 moyen (2-1/4"" à 3"" de diamètre brut)",203,9.52,1.224,-,4.681,3.168,0,137,27.28,3.4,1.22,3.16,-,19,1.22,657,0,24.6,100 g,149,7,0.9,-,3.442,2.329,0,101,20.06,2.5,0.9,2.32,-,14,0.9,483,0,18.1
Roasted Potato (Fat Not Added in Cooking),Pomme de terre rôtie (graisse non ajoutée à la cuisson),100 g,100g,95,0.11,0.032,-,0.053,0.002,0,108,21.52,2.7,0.96,2.49,-,15,0.96,519,0,19.4,100 g,95,0.11,0.032,-,0.053,0.002,0,108,21.52,2.7,0.96,2.49,-,15,0.96,519,0,19.4
Roasted Potatoes with Roasted Peppers & Onions,Pommes de terre rôties aux poivrons et oignons rôtis,3/4 cup (84 g),3/4 tasse (84 g),70,1.00,0.000,0.000,-,-,0,330,14.00,3.0,1.00,2.00,-,-,-,-,-,-,3/4 cup (84 g),70,1.00,0.000,0.000,-,-,0,330,14.00,3.0,1.00,2.00,-,-,-,-,-,-
Roasted Red Pepper Hummus,Hummus aux poivrons rouges grillés,2 tbsp (27 g),2 cuillères à soupe (27 g),60,4.00,0.500,0.000,-,-,0,135,5.00,2.0,0.00,2.00,-,-,-,-,-,-,2 tbsp (27 g),60,4.00,0.500,0.000,-,-,0,135,5.00,2.0,0.00,2.00,-,-,-,-,-,-
Roasted Salted Cashew Nuts,Noix de cajou grillées et salées,1 oz (18 kernels),1 once (18 grains),165,13.54,2.404,-,2.423,7.349,0,87,8.55,0.9,1.42,4.77,-,12,1.72,179,0,0.1,100 g,581,47.77,8.478,-,8.546,25.923,0,308,30.16,3.3,05.01,16.84,-,43,06.05,632,0,0.3
Roasted Soy Nuts,Noix de soja grillées,1 packet (28 g),1 sachet (28 g),100,5.00,0.000,0.000,-,-,0,110,7.00,2.0,0.00,9.00,-,-,-,280,-,-,1 packet (28 g),100,5.00,0.000,0.000,-,-,0,110,7.00,2.0,0.00,9.00,-,-,-,280,-,-
Roasted Soybeans (Mature Seeds No Salt Added),Soja rôti (graines mûres sans sel ajouté),100 g,100g,471,25.4,3.674,-,14.339,5.61,0,4,33.55,17.7,-,35.22,-,138,3.9,1470,0,2.2,100 g,471,25.4,3.674,-,14.339,5.61,0,4,33.55,17.7,-,35.22,-,138,3.9,1470,0,2.2
Roasted Soybeans (Mature Seeds Salted),Soja Grillé (Graines Mûres Salées),100 g,100g,471,25.4,3.674,-,14.339,5.61,0,163,33.55,17.7,4.2,35.22,-,138,3.9,1470,10,2.2,100 g,471,25.4,3.674,-,14.339,5.61,0,163,33.55,17.7,4.2,35.22,-,138,3.9,1470,10,2.2
Roasted Unsalted Cashew Nuts,Noix de cajou grillées et non salées,100 g,100g,580,47.77,8.478,-,8.546,25.923,0,13,29.87,3.3,05.01,16.84,-,43,06.05,632,0,0.3,100 g,580,47.77,8.478,-,8.546,25.923,0,13,29.87,3.3,05.01,16.84,-,43,06.05,632,0,0.3
Roasted Veal,Veau Rôti,100 g,100g,230,11.34,4.262,-,0.797,4.382,114,249,0,0,0,29.97,-,22,1.15,324,0,0,100 g,230,11.34,4.262,-,0.797,4.382,114,249,0,0,0,29.97,-,22,1.15,324,0,0
Roghani Naan,Roghani Naan,1 piece (85 g),1 pièce (85 g),265,6.00,3.000,0.000,-,-,0,85,42.00,0.0,3.00,10.00,-,-,-,-,-,-,1 piece (85 g),265,6.00,3.000,0.000,-,-,0,85,42.00,0.0,3.00,10.00,-,-,-,-,-,-
Rolled Anchovies,Anchois roulés,6 pieces (15 g),6 pièces (15 g),25,1.00,0.000,-,-,-,16,860,0.00,0.0,0.00,4.00,-,-,-,-,-,-,6 pieces (15 g),25,1.00,0.000,-,-,-,16,860,0.00,0.0,0.00,4.00,-,-,-,-,-,-
Romano Cheese,Fromage Romano,100 g,100g,387,26.94,17.115,-,0.593,7.838,104,1200,3.63,0,0.73,31.8,-,1064,0.77,86,96,0,100 g,387,26.94,17.115,-,0.593,7.838,104,1200,3.63,0,0.73,31.8,-,1064,0.77,86,96,0
Root Beer,Biere de Racine,1 can (12 fl oz),1 canette (12 onces liquides),152,0,0,-,0,0,0,48,39.22,0,39.22,0,-,18,0.18,4,0,0,1 can (12 fl oz),152,0,0,-,0,0,0,48,39.22,0,39.22,0,-,18,0.18,4,0,0
Root Beer,Biere de Racine,1 bottle,1 bouteille,160,0.00,0.000,-,-,-,0,51,41.00,0.0,41.00,0.00,-,-,-,-,-,-,1 bottle,160,0.00,0.000,-,-,-,0,51,41.00,0.0,41.00,0.00,-,-,-,-,-,-
Root Beer Float,Flotteur de bière de racine,1 float,1 flotteur,510,18.00,11.000,0.000,-,-,105,270,86.00,0.0,73.00,6.00,-,-,-,-,-,-,1 float,510,18.00,11.000,0.000,-,-,105,270,86.00,0.0,73.00,6.00,-,-,-,-,-,-
Root Beer Float Bars,Barres flottantes à la racinette,1 bar,1 barre,100,3.50,2.000,0.000,-,-,10,30,17.00,0.0,13.00,1.00,-,-,-,-,-,-,1 bar,100,3.50,2.000,0.000,-,-,10,30,17.00,0.0,13.00,1.00,-,-,-,-,-,-
Roti,rôti,"1 medium (7"")","1 moyen (7"")",106,0.52,0.091,-,0.221,0.063,0,195,22.32,2.8,0.11,3.84,-,8,1.24,96,0,0,100 g,264,1.3,0.228,-,0.552,0.158,0,486,55.81,7.1,0.28,9.61,-,21,3.11,239,0,0
Round Stick Cornbread Muffin,Muffin au pain de maïs rond,"1 small (2-1/2"" dia)","1 petit (2-1/2"" de diamètre)",137,3.78,0.609,-,1.447,0.947,12,234,22.9,1.5,3.38,2.66,-,33,1.26,31,23,0,100 g,305,8.4,1.354,-,3.215,2.104,26,521,50.9,3.4,7.5,5.9,-,74,2.81,69,52,0
Rum,Rhum,1 fl oz (no ice),1 fl oz (sans glace),64,0,0,-,0,0,0,0,0,0,0,0,-,0,0.01,1,0,0,100 g,231,0,0,-,0,0,0,1,0,0,0,0,-,0,0.04,2,0,0
Rum (90 Proof),Rhum (preuve 90),1 fl oz,1 once liquide,64,0,0,-,0,0,0,0,0,0,0,0,-,0,0.03,1,0,0,100 g,231,0,0,-,0,0,0,1,0,0,0,0,-,0,0.12,2,0,0
Rum and Cola,Rhum et Cola,1 cocktail,1 cocktail,154,0.11,0.008,-,0.019,0.006,0,11,15.32,0.2,12.87,0.17,-,6,0.23,27,0,1.9,100 g,73,0.05,0.004,-,0.009,0.003,0,5,7.26,0.1,6.1,0.08,-,3,0.11,13,0,0.9
Rum Cooler,Refroidisseur de rhum,1 fl oz,1 once liquide,17,0.05,0.002,-,0.024,0.004,0,1,2.64,0,1.43,0.03,-,2,0.05,15,1,1.8,100 g,56,0.15,0.008,-,0.079,0.014,0,3,8.51,0.1,4.6,0.11,-,5,0.17,47,2,5.9
Rye Bread,Pain de seigle,100 g,100g,259,3.3,0.626,-,0.799,1.311,0,660,48.3,5.8,3.85,8.5,-,73,2.83,166,0,0.4,100 g,259,3.3,0.626,-,0.799,1.311,0,660,48.3,5.8,3.85,8.5,-,73,2.83,166,0,0.4
Rye Bread (Reduced Calorie),Pain de seigle (réduit en calories),100 g,100g,203,2.9,0.368,-,0.752,0.672,0,405,40.5,12,2.29,9.1,-,76,3.1,98,0,0.4,100 g,203,2.9,0.368,-,0.752,0.672,0,405,40.5,12,2.29,9.1,-,76,3.1,98,0,0.4
Rye Crispbread,Pain croustillant au seigle,"1 cracker-Norwegian flatbread (4-3/4"" x 2-3/4"" x 1/16"")","1 pain plat craquelin norvégien (4-3/4"" x 2-3/4"" x 1/16"")",21,0.08,0.008,-,0.032,0.01,0,15,4.77,1,0.06,0.46,-,2,0.14,19,0,0,100 g,366,1.3,0.145,-,0.557,0.165,0,264,82.2,16.5,01.07,7.9,-,31,2.43,319,0,0
